gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000011626,219,131,589,112,141,89,129,359,82,77,329,768,813,2620,334,199,476,1105
leptidea_sinapisG00000011625,148,117,103,40,95,56,6,83,39,47,356,270,273,993,404,398,334,157
leptidea_sinapisG00000011624,120,92,344,84,75,52,98,301,114,48,267,321,428,1456,131,172,132,1287
leptidea_sinapisG00000011623,0,4,8,0,3,6,0,4,0,0,3,6,0,0,0,3,0,0
leptidea_sinapisG00000011622,9,14,59,0,0,3,0,27,0,0,25,15,43,50,12,21,51,21
leptidea_sinapisG00000011621,2408,2256,710,137,4240,2441,27,1023,1235,1251,1218,1281,3600,5231,3384,3931,3603,4961
leptidea_sinapisG00000011192,2324,1959,1265,155,2223,1166,0,653,412,336,390,1309,2114,16907,4612,6174,924,1813
leptidea_sinapisG00000011199,66301,31785,1103,533,536,968,487,1694,4714,3230,1761,12,21,204,228,62,40,23
leptidea_sinapisG00000011198,366,361,794,192,365,226,134,560,220,188,701,957,1107,3763,939,1257,2618,1549
leptidea_sinapisG00000011629,3,0,0,0,2,0,0,1,0,0,0,10,0,0,0,0,6,0
leptidea_sinapisG00000003078,414,188,496,38,169,149,12,188,274,121,130,264,457,769,129,129,247,347
leptidea_sinapisG00000000948,333,260,317,26,531,557,0,179,173,180,1381,359,574,1973,268,261,963,385
leptidea_sinapisG00000000949,2090,1425,5335,1019,1505,1600,827,2175,1398,965,1149,4538,5365,19889,1349,1213,518,7007
leptidea_sinapisG00000000238,0,0,4,0,7,0,0,0,2,0,0,9,3,0,7,0,8,7
leptidea_sinapisG00000000239,49,39,0,0,53,16,0,0,0,0,0,57,101,0,0,0,0,98
leptidea_sinapisG00000000944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,50,416,0
leptidea_sinapisG00000000945,132,126,30,0,93,84,0,29,67,40,87,224,129,161,64,101,83,90
leptidea_sinapisG00000000946,66,71,47,8,60,16,0,56,29,14,62,184,271,369,29,15,39,232
leptidea_sinapisG00000000235,41,52,0,0,48,8,0,38,0,11,3,14,15,109,65,89,29,11
leptidea_sinapisG00000000940,0,0,0,0,3,14,0,2,0,0,15,17,0,0,4,0,11,5
leptidea_sinapisG00000000941,10,0,54,0,4,0,0,0,4,0,39,0,0,0,87,70,124,0
leptidea_sinapisG00000000942,0,7,0,0,0,0,0,4,0,2,5,7,0,0,0,9,2,0
leptidea_sinapisG00000000943,106,66,248,0,100,72,0,0,54,43,1,390,44,259,244,79,47,128
leptidea_sinapisG00000014224,39,51,25,0,560,408,0,20,143,231,908,59,669,1392,570,227,946,518
leptidea_sinapisG00000000508,14,13,2,0,11,21,0,8,5,7,123,68,86,322,26,54,8,58
leptidea_sinapisG00000011443,11,21,50,34,17,22,0,21,3,16,37,26,19,75,7,40,28,63
leptidea_sinapisG00000011442,71,34,72,27,32,25,0,20,64,23,195,125,80,280,79,59,98,104
leptidea_sinapisG00000011441,255,196,582,91,341,191,22,167,194,156,297,632,339,903,332,478,678,339
leptidea_sinapisG00000011440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,16,269,0
leptidea_sinapisG00000011447,38,43,14,2,22,14,0,18,9,4,12,48,177,108,1,7,5,134
leptidea_sinapisG00000015288,166,115,73,0,77,37,4,11,29,26,89,243,158,353,105,65,18,120
leptidea_sinapisG00000011445,177,142,53,31,109,83,0,84,30,69,249,362,226,1176,226,231,206,220
leptidea_sinapisG00000011444,0,0,1,0,5,0,0,0,0,0,13,4,0,23,0,2,5,0
leptidea_sinapisG00000015285,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
leptidea_sinapisG00000015284,14,12,12,0,8,17,0,10,0,4,35,33,15,27,9,24,40,0
leptidea_sinapisG00000015287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015286,10,12,7,0,3,6,0,0,2,4,5,8,12,25,4,6,3,4
leptidea_sinapisG00000015281,36,31,11,6,23,34,0,39,6,16,42,67,95,91,42,59,93,28
leptidea_sinapisG00000015280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
leptidea_sinapisG00000015283,11,8,0,0,6,8,0,3,4,5,18,22,21,0,2,16,14,0
leptidea_sinapisG00000015282,20615,11297,6,0,9499,18968,0,65,86153,37623,92,0,0,13,7,0,0,2
leptidea_sinapisG00000013316,0,0,24,0,0,1,0,0,0,0,3,16,0,0,0,0,0,0
leptidea_sinapisG00000011999,81,70,12,14,103,36,0,34,41,48,76,123,226,377,175,183,303,152
leptidea_sinapisG00000011998,93,49,52,0,78,15,0,53,9,4,81,219,290,808,61,43,45,455
leptidea_sinapisG00000011995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,199,2077,0
leptidea_sinapisG00000011994,12,4,25,0,5,8,0,12,3,4,9,18,26,74,10,12,13,42
leptidea_sinapisG00000011997,78,55,0,0,47,37,0,6,31,34,27,8,13,191,15,5,12,11
leptidea_sinapisG00000011996,0,0,0,0,0,0,0,0,0,2,0,5,5,0,0,3,0,8
leptidea_sinapisG00000011991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
leptidea_sinapisG00000011990,0,0,0,0,2,0,0,0,4,3,2,9,0,0,0,0,0,0
leptidea_sinapisG00000011993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011992,6,7,71,10,8,7,5,26,3,5,41,236,96,285,62,76,58,116
leptidea_sinapisG00000014819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014575,0,0,0,0,0,0,0,3,0,0,0,2641,247,808,626,155,69,391
leptidea_sinapisG00000014226,41,11,562,0,12,0,31,0,28,0,165,0,0,0,569,303,417,0
leptidea_sinapisG00000003965,0,0,0,0,0,1,0,0,0,2,0,11,2,0,0,0,2,0
leptidea_sinapisG00000003440,19,6,3,0,2,12,0,0,3,0,10,24,18,9,16,3,29,14
leptidea_sinapisG00000014577,10,3,18,0,6,0,0,0,0,0,46,24,0,0,63,19,37,0
leptidea_sinapisG00000001019,84,106,154,0,123,98,0,71,41,53,163,371,265,995,330,228,364,247
leptidea_sinapisG00000001018,485,440,185,86,507,285,24,718,92,170,2311,360,901,2170,1480,1845,1660,820
leptidea_sinapisG00000010496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001549,36,22,0,0,41,8,0,34,28,5,73,0,0,0,0,0,0,32
leptidea_sinapisG00000001548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001547,7,3,54,0,5,0,0,0,3,1,10,0,6,43,98,60,145,0
leptidea_sinapisG00000001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
leptidea_sinapisG00000001545,7,2,0,0,4,2,0,4,2,0,20,34,15,0,45,41,9,0
leptidea_sinapisG00000001544,0,0,0,0,0,0,0,0,0,0,0,0,628,2736,0,0,0,783
leptidea_sinapisG00000001015,9,15,0,0,13,11,0,0,15,0,0,0,2,0,0,5,0,0
leptidea_sinapisG00000001542,1310,994,1130,236,877,692,482,1041,760,615,2777,1018,1220,3027,1374,950,2054,1716
leptidea_sinapisG00000001541,5,0,381,210,92,4,22,13504,6,16,1594,432,98,1103,3219,684,49,21
leptidea_sinapisG00000001540,38,25,29,0,53,13,4,22,5,5,31,58,87,158,12,9,23,94
leptidea_sinapisG00000005893,96,78,55,0,51,60,0,24,31,30,112,164,49,20,42,59,53,17
leptidea_sinapisG00000014480,0,7,30,13,10,16,12,22,3,5,18,19,54,207,5,16,7,74
leptidea_sinapisG00000014481,231,225,555,105,266,300,65,155,173,153,247,485,1485,4535,1745,1765,1630,1631
leptidea_sinapisG00000014482,245,154,491,133,114,134,24,187,162,114,121,254,357,1510,97,88,82,891
leptidea_sinapisG00000014483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014484,177,151,186,38,127,96,0,107,80,99,272,790,266,365,207,245,331,234
leptidea_sinapisG00000014485,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014486,1,15,0,0,4,10,0,0,7,4,20,34,42,51,8,16,3,18
leptidea_sinapisG00000014487,29,39,44,1,32,21,0,60,3,11,59,72,64,0,56,60,38,73
leptidea_sinapisG00000014488,7,24,0,0,13,27,0,0,2,16,32,43,13,119,28,11,58,62
leptidea_sinapisG00000014489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002669,183,92,56,13,94,56,0,54,68,47,111,183,238,765,181,257,242,246
leptidea_sinapisG00000005892,7,7,0,0,4,0,0,10,0,0,26,32,7,0,2,3,9,6
leptidea_sinapisG00000002668,90,150,50,16,381,514,12,82,89,135,132,11,929,2712,3755,2560,1361,1786
leptidea_sinapisG00000012330,185,90,126,24,152,59,0,36,55,24,102,176,289,536,219,136,263,390
leptidea_sinapisG00000014229,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,6,9
leptidea_sinapisG00000010718,185,179,13,4,207,53,0,44,277,82,128,145,56,94,17,34,226,45
leptidea_sinapisG00000010719,94,92,444,53,120,86,63,268,30,35,357,492,523,901,1114,1899,884,830
leptidea_sinapisG00000010714,1314,1973,9167,1660,74,348,816,3337,145,217,1159,1553,313,777,44,130,65,259
leptidea_sinapisG00000010715,139,160,46,47,180,95,1,74,89,125,59,99,299,625,65,81,78,283
leptidea_sinapisG00000010716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0
leptidea_sinapisG00000010717,524,416,1162,280,354,327,271,576,530,257,636,887,2040,4487,675,456,1126,3220
leptidea_sinapisG00000010710,15,28,0,7,163,73,0,0,32,63,11,168,6,65,33,16,53,11
leptidea_sinapisG00000010711,677,473,2025,337,362,329,118,734,348,175,392,1080,1171,2860,249,395,827,1197
leptidea_sinapisG00000010712,70,70,123,7,74,23,3,56,39,16,133,210,88,320,60,52,51,68
leptidea_sinapisG00000010713,11,2,4,0,4,0,0,0,0,0,19,3,0,0,7,0,6,0
leptidea_sinapisG00000013108,89,54,132,58,34,43,21,89,14,15,107,151,197,842,81,16,56,303
leptidea_sinapisG00000013109,32,8,49,0,27,6,0,8,8,8,21,80,92,27,68,211,147,81
leptidea_sinapisG00000010003,152,139,481,49,54,49,0,38,28,28,44,105,37,236,46,74,75,170
leptidea_sinapisG00000009393,92,38,37,6,78,16,9,24,51,52,60,51,179,275,31,26,61,127
leptidea_sinapisG00000013100,131,144,43,7,111,62,0,49,46,65,484,168,85,197,94,96,81,64
leptidea_sinapisG00000013101,113,85,446,69,106,62,44,237,80,26,292,996,416,1655,603,392,347,522
leptidea_sinapisG00000013102,7,5,10,0,3,7,0,2,4,2,17,22,59,57,7,26,36,4
leptidea_sinapisG00000013103,110,58,44,5,80,22,0,18,15,10,65,141,133,174,47,38,34,121
leptidea_sinapisG00000013104,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
leptidea_sinapisG00000013105,41,25,23,5,3,16,2,32,13,8,47,61,112,249,59,95,157,53
leptidea_sinapisG00000013106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013107,0,0,0,0,0,0,0,0,0,0,0,0,7,63,50,24,19,25
leptidea_sinapisG00000009391,0,0,7,0,0,0,0,0,0,0,0,0,17,0,15,21,0,0
leptidea_sinapisG00000003444,50,35,43,21,72,48,0,4,16,10,66,36,6,31,18,13,19,10
leptidea_sinapisG00000009396,30,34,43,0,29,32,0,26,9,17,83,73,31,105,23,56,20,32
leptidea_sinapisG00000014105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
leptidea_sinapisG00000002666,38,18,33,23,17,15,16,57,5,17,35,33,54,287,64,93,78,105
leptidea_sinapisG00000008478,2,4,2,0,11,17,0,0,0,4,5,8,2,18,0,2,0,0
leptidea_sinapisG00000008479,0,0,0,0,6,9,0,0,0,0,0,3,2,45,5,15,13,0
leptidea_sinapisG00000002665,47,38,21,0,80,71,0,35,19,42,183,106,106,287,45,54,174,54
leptidea_sinapisG00000014158,243,53,680,0,123,0,179,25,226,0,542,0,0,0,1602,681,1611,0
leptidea_sinapisG00000014159,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000008470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008471,0,0,0,0,0,0,0,0,0,0,2,0,7,0,3,3,5,5
leptidea_sinapisG00000008472,57,60,33,238,8,0,83,4430,17,13,7007,28,1,0,0,0,2,0
leptidea_sinapisG00000009395,1178,862,428,100,1283,423,42,234,337,294,305,748,729,1832,202,191,180,740
leptidea_sinapisG00000008474,153518,183367,18924,3234,196207,85262,165,10019,145771,63221,8935,126608,72280,273080,116995,86461,75968,96951
leptidea_sinapisG00000014153,53,29,141,61,23,20,0,145,11,10,110,134,77,343,122,123,155,137
leptidea_sinapisG00000008476,129,83,23,9,155,25,0,7,26,22,48,166,175,525,11,10,12,186
leptidea_sinapisG00000008477,0,0,0,0,2,0,0,0,0,0,0,2,3,0,2,2,65,0
leptidea_sinapisG00000010901,97,81,135,42,150,55,31,90,48,29,162,459,358,1010,408,292,165,553
leptidea_sinapisG00000010900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
leptidea_sinapisG00000010903,105,38,70,34,45,42,15,55,11,7,100,166,307,287,73,50,140,459
leptidea_sinapisG00000010902,192,162,186,66,463,132,46,55,46,40,106,459,515,1221,609,288,158,483
leptidea_sinapisG00000010905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010904,19,13,2,0,89,6,0,5,15,22,0,0,66,560,203,101,34,99
leptidea_sinapisG00000010907,285,191,1150,232,299,289,117,557,167,117,745,1792,4360,13603,6359,7396,2505,6244
leptidea_sinapisG00000010906,0,1,0,0,2,6,0,0,2,0,0,9,3,11,2,0,2,6
leptidea_sinapisG00000010909,0,2,37,0,0,0,0,0,0,0,3,7,19,35,40,59,9,0
leptidea_sinapisG00000010908,230,339,69,11,590,1287,17,164,550,740,87,86,271,426,420,334,1027,364
leptidea_sinapisG00000014104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000833,79,77,293,39,71,42,24,156,41,32,125,500,625,1266,217,144,153,738
leptidea_sinapisG00000010643,12,8,0,0,13,3,0,0,4,3,20,34,32,75,5,10,4,50
leptidea_sinapisG00000003446,12,4,12,0,3,0,0,0,4,1,24,29,20,4,29,3,36,10
leptidea_sinapisG00000014107,91,85,64,8,61,57,0,58,29,42,106,249,188,734,127,109,81,211
leptidea_sinapisG00000011701,26,19,38,0,10,18,0,4,3,8,26,40,45,110,27,13,28,65
leptidea_sinapisG00000003995,239,228,372,76,301,128,9,391,105,65,1132,268,989,3627,778,1049,2423,953
leptidea_sinapisG00000008694,213,196,4,0,38,86,0,10,18,54,12,0,256,1084,177,66,418,194
leptidea_sinapisG00000008695,86,65,16,0,58,17,0,9,8,11,67,99,132,171,51,47,29,154
leptidea_sinapisG00000000834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008697,206,208,52,0,455,298,0,31,137,197,23,56,48,138,61,51,47,6
leptidea_sinapisG00000008690,107,59,150,27,73,31,0,80,56,25,225,526,429,792,403,244,96,757
leptidea_sinapisG00000008691,33,20,0,0,14,6,0,4,8,5,21,32,50,53,8,18,12,9
leptidea_sinapisG00000008692,280,165,367,101,164,120,0,228,102,69,364,801,4001,9505,135,183,395,4099
leptidea_sinapisG00000008693,29,13,35,0,16,1,0,0,22,0,101,0,0,0,91,11,85,0
leptidea_sinapisG00000014943,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
leptidea_sinapisG00000005288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
leptidea_sinapisG00000008698,0,4,0,0,0,0,0,0,0,0,1,10,6,0,0,0,0,0
leptidea_sinapisG00000008699,30,28,31,6,10,14,0,11,7,13,39,20,0,12,0,9,7,1
leptidea_sinapisG00000007168,162,126,0,0,26,57,0,0,145,208,3,12,0,0,0,0,4,0
leptidea_sinapisG00000014106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,85,0
leptidea_sinapisG00000000835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010641,197,179,6,0,116,86,0,6,43,43,64,67,127,116,62,51,70,61
leptidea_sinapisG00000002168,65,121,89,0,167,78,5,23,36,98,35,55,12,120,87,48,55,28
leptidea_sinapisG00000002169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000010953,582,510,762,145,650,425,103,600,318,241,981,1093,1667,3376,913,983,2753,1476
leptidea_sinapisG00000002160,32,2,57,0,53,0,0,2,24,0,26,0,0,0,206,78,194,0
leptidea_sinapisG00000002161,6,0,0,0,3,2,0,0,0,0,7,17,7,66,6,6,4,10
leptidea_sinapisG00000002162,7,5,77,0,14,21,9,2,0,0,8,20,7509,30445,16725,21180,1457,10175
leptidea_sinapisG00000002163,13,8,0,0,5,0,5,2,6,0,7,21,69,63,11,13,13,50
leptidea_sinapisG00000002164,0,0,7,0,0,3,0,1,0,4,0,5,0,2,0,0,0,8
leptidea_sinapisG00000002165,53,64,41,7,165,37,0,6,7,32,35,152,220,275,79,96,117,99
leptidea_sinapisG00000002166,118,57,132,4,64,40,9,47,46,35,116,170,146,412,94,87,175,140
leptidea_sinapisG00000002167,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
leptidea_sinapisG00000010646,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9
leptidea_sinapisG00000012415,616,418,0,0,117,4,12,18,28,18,80,38,25,0,20,0,8,9
leptidea_sinapisG00000012414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007419,23,26,34,0,29,33,0,23,0,11,6,11,34,203,15,4,29,39
leptidea_sinapisG00000007418,79,82,45,5,82,50,0,54,29,36,71,167,113,327,69,46,128,75
leptidea_sinapisG00000012411,606,436,2187,322,463,384,235,717,474,293,655,1277,2592,6090,899,800,1241,2444
leptidea_sinapisG00000012410,14,4,0,13,7,4,0,7,0,4,8,9,0,0,14,3,0,2
leptidea_sinapisG00000012413,29,29,16,0,25,6,0,6,7,0,13,51,46,25,24,11,21,41
leptidea_sinapisG00000012412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
leptidea_sinapisG00000007413,60,63,40,20,36,32,0,18,20,25,98,80,91,221,44,125,175,50
leptidea_sinapisG00000007412,107,91,12,0,91,102,0,7,20,42,27,460,27,202,31,36,69,39
leptidea_sinapisG00000007411,12,0,94,0,3,0,0,0,29,0,28,0,0,61,104,40,32,9
leptidea_sinapisG00000007410,111,80,91,0,65,29,5,11,32,16,91,133,104,96,112,67,99,81
leptidea_sinapisG00000007417,202,179,67,0,248,46,1,76,147,91,841,45,63,594,272,115,194,60
leptidea_sinapisG00000012418,88,102,50,37,75,48,25,96,28,27,175,209,276,606,221,180,189,231
leptidea_sinapisG00000007415,430,152,2287,471,1886,887,891,1291,629,504,2433,2394,4030,16558,1102,1059,1528,116
leptidea_sinapisG00000007414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009716,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,3,1
leptidea_sinapisG00000003569,0,0,0,0,0,0,0,3,0,0,4,0,109,160,1219,1142,3125,43
leptidea_sinapisG00000003568,236,180,60,27,341,79,6,62,93,69,266,240,448,1164,142,166,131,487
leptidea_sinapisG00000014944,340,276,362,85,347,218,6,249,208,157,1024,646,434,1507,653,657,862,405
leptidea_sinapisG00000009717,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000001258,3,3,0,0,0,5,0,0,0,0,0,4,3,0,0,0,12,3
leptidea_sinapisG00000003562,54,40,81,13,23,14,0,10,11,11,31,55,46,222,82,99,130,46
leptidea_sinapisG00000003561,321,219,330,76,308,98,12,188,96,86,221,706,1431,3180,158,159,226,2481
leptidea_sinapisG00000003560,0,0,0,0,0,0,0,3,0,0,0,0,2,7,6,0,0,0
leptidea_sinapisG00000003567,0,0,22,0,2,0,14,2,0,1,0,0,14,14,0,3,6,9
leptidea_sinapisG00000009714,4,5,15,0,4,16,0,0,0,10,20,35,0,0,127,35,73,2
leptidea_sinapisG00000015482,58,29,36,0,24,16,0,17,5,17,60,86,73,216,45,48,30,15
leptidea_sinapisG00000003564,214,67,0,0,143,249,0,0,25,33,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009125,2,2,44,0,8,0,5,0,6,0,26,0,14,375,179,225,706,61
leptidea_sinapisG00000014103,158,126,244,32,102,91,17,199,52,37,305,511,962,1772,178,94,201,1333
leptidea_sinapisG00000009127,3,0,3,0,4,0,15,0,2,0,14,0,0,0,14,11,21,0
leptidea_sinapisG00000009715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001954,4,5,19,0,2,6,0,0,0,0,4,3,12,142,4,6,3,10
leptidea_sinapisG00000009120,0,0,2,0,0,0,0,4,0,0,12,48,8,0,13,8,5,0
leptidea_sinapisG00000009123,0,7,11,0,11,5,0,5,4,0,11,17,4,73,8,7,10,16
leptidea_sinapisG00000000912,524,258,170,30,379,81,9,66,123,73,202,491,196,557,182,106,135,247
leptidea_sinapisG00000009244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009129,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
leptidea_sinapisG00000009128,5,20,0,0,25,21,0,0,0,3,70,120,30,0,0,30,24,0
leptidea_sinapisG00000009713,6,23,67,0,5,0,0,19,11,7,10,8,30,66,3,27,0,43
leptidea_sinapisG00000005679,680,378,32,11,436,220,0,30,343,223,37,29,114,370,148,189,202,148
leptidea_sinapisG00000005678,0,1,0,5,2,6,0,14,3,7,0,488,1360,1697,0,0,2,1528
leptidea_sinapisG00000011655,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0
leptidea_sinapisG00000009246,43,52,0,0,67,77,0,3,6,44,0,0,0,0,2,0,0,0
leptidea_sinapisG00000010644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
leptidea_sinapisG00000005671,0,0,18,0,0,0,0,0,6,0,0,0,24,46,0,0,0,30
leptidea_sinapisG00000000917,250,278,257,106,614,1174,763,698,1191,834,3654,32,7272,36304,13018,15822,12657,9957
leptidea_sinapisG00000005673,1912,1924,3726,929,1847,2086,1734,1920,2261,1508,4197,4025,4856,14143,2209,1960,1857,8003
leptidea_sinapisG00000005672,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
leptidea_sinapisG00000005675,5,3,0,0,0,7,0,0,0,0,9,6,4,29,7,12,11,5
leptidea_sinapisG00000005674,0,0,0,0,0,0,0,0,0,0,0,51,1207,4464,54,8,17,1534
leptidea_sinapisG00000005677,38,30,13,0,13,28,0,8,1,11,70,68,27,0,35,8,30,8
leptidea_sinapisG00000011121,10,10,20,0,7,1,0,8,6,0,9,20,17,34,26,13,65,14
leptidea_sinapisG00000008034,35,27,3,0,19,36,0,5,0,9,19,55,15,38,5,30,26,28
leptidea_sinapisG00000011122,125,89,73,61,51,53,8,49,59,46,32,37,125,572,72,27,60,177
leptidea_sinapisG00000011123,17,28,12,5,10,7,0,9,13,2,30,14,29,146,5,3,2,62
leptidea_sinapisG00000003787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003786,17499,12133,27116,4445,16430,6981,6492,13846,9880,3873,31437,39261,41540,101829,19712,18769,26920,56843
leptidea_sinapisG00000003785,46,32,11,19,74,30,0,18,18,9,90,282,147,342,73,85,105,168
leptidea_sinapisG00000003784,38,68,54,0,38,19,0,14,15,18,38,172,143,216,167,115,150,169
leptidea_sinapisG00000003783,97,62,0,0,32,55,0,13,16,30,60,67,31,259,10,22,22,39
leptidea_sinapisG00000003782,176,141,281,39,170,114,37,282,100,98,418,397,378,788,145,178,267,443
leptidea_sinapisG00000003781,34,17,52,0,6,12,0,9,0,7,13,13,0,0,8,16,32,2
leptidea_sinapisG00000003780,176,103,39,26,131,28,8,15,51,18,43,97,333,367,64,49,54,282
leptidea_sinapisG00000015480,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,13,0
leptidea_sinapisG00000003789,19,3,38,0,0,0,0,23,3,2,38,26,8,0,1,0,17,14
leptidea_sinapisG00000008035,6,9,0,0,45,98,0,0,0,17,3,0,0,0,7,13,3,0
leptidea_sinapisG00000006098,0,3,16,0,2,7,0,2,0,4,0,21,0,37,29,39,16,19
leptidea_sinapisG00000006099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006094,2,0,0,0,2,0,0,0,0,3,3,45,0,0,0,0,11,0
leptidea_sinapisG00000006095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006096,995,1008,31,0,484,323,0,40,323,386,362,34,0,0,11,0,10,0
leptidea_sinapisG00000006097,94,80,38,16,76,22,0,36,18,18,104,184,143,440,84,55,50,137
leptidea_sinapisG00000006090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006091,0,4,0,0,0,1,0,3,0,0,0,0,3,0,0,4,0,0
leptidea_sinapisG00000014949,35,15,31,15,39,14,0,54,9,6,145,56,37,169,103,90,68,46
leptidea_sinapisG00000006093,0,2,0,0,0,7,0,8,0,0,4,4,11,15,3,1,5,14
leptidea_sinapisG00000002788,217,172,288,88,249,76,41,250,97,56,436,480,538,1236,497,512,475,582
leptidea_sinapisG00000002789,1254,1028,921,171,588,641,8,333,221,307,438,1233,990,1808,598,1418,943,962
leptidea_sinapisG00000002784,30,11,18,0,32,10,0,89,0,6,150,16,91,393,356,1050,156,115
leptidea_sinapisG00000002785,10,16,0,0,14,10,0,10,0,11,8,70,18,0,19,20,16,8
leptidea_sinapisG00000002786,64,95,50,17,57,52,0,29,58,49,84,234,115,463,25,19,66,99
leptidea_sinapisG00000002787,0,0,0,0,0,0,0,0,0,0,0,0,338,409,0,0,0,230
leptidea_sinapisG00000002780,480,381,883,286,264,252,153,345,220,190,210,403,1136,4150,48,102,120,1052
leptidea_sinapisG00000002781,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0
leptidea_sinapisG00000002782,114,73,81,0,84,33,20,7,36,27,67,129,231,474,52,40,66,202
leptidea_sinapisG00000002783,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0
leptidea_sinapisG00000004034,53,52,117,16,51,25,9,27,28,11,58,196,169,455,79,104,113,179
leptidea_sinapisG00000004035,7,2,3,0,4,15,0,0,0,0,10,8,19,93,10,23,43,15
leptidea_sinapisG00000004036,61,59,102,12,49,33,13,38,9,23,172,621,59,304,95,56,49,71
leptidea_sinapisG00000004037,33,9,11,0,27,17,0,7,4,2,20,37,22,44,38,6,19,21
