gene_id,P5052_202_S48,P5052_203_S49,P5052_204_S34,P5052_205_S35,P5052_210_S51,P5052_211_S52,P5052_212_S36,P5052_213_S53,P5052_218_S55,P5052_219_S56,P5052_220_S57,P5052_221_S58,P5052_226_S59,P5052_227_S38,P5052_233_S60,P5052_234_S61,P5052_235_S62,P7553_325_S10
leptidea_sinapisG00000008571,54,38,70,22,48,19,6,38,16,28,75,159,52,219,58,44,44,131
leptidea_sinapisG00000006001,119,111,158,47,84,50,0,51,19,31,40,240,141,289,85,52,25,182
leptidea_sinapisG00000010709,5790,5741,10366,2032,6992,4018,718,4700,4486,2531,2065,5844,43703,194501,61114,49380,14063,72985
leptidea_sinapisG00000010708,0,2,0,0,0,0,0,0,0,0,9,58,0,0,0,0,0,0
leptidea_sinapisG00000010707,45,40,26,4,11,10,0,25,4,19,64,102,44,137,28,18,11,33
leptidea_sinapisG00000010706,383,396,371,36,489,366,43,234,197,236,472,499,327,1581,1602,507,1742,290
leptidea_sinapisG00000010705,164,90,499,65,130,62,0,172,97,59,121,272,388,1802,192,105,102,659
leptidea_sinapisG00000006000,0,0,0,0,0,0,69,462,5,0,14822,4318,0,52,0,13,4,0
leptidea_sinapisG00000010703,0,0,6,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0
leptidea_sinapisG00000010702,102,204,0,0,579,113,0,0,138,159,0,0,6,15,12,9,0,8
leptidea_sinapisG00000010701,25,15,224,242,0,7,47,429,5,6,61,19,14,0,0,0,0,10
leptidea_sinapisG00000010700,672,195,7358,0,552,0,645,24,706,0,4592,9,8,9,25003,7232,9343,12
leptidea_sinapisG00000013119,6,2,7,0,4,0,0,4,0,0,4,14,5,0,10,11,11,3
leptidea_sinapisG00000013118,113,81,132,19,88,36,0,39,39,27,94,259,292,624,135,71,176,258
leptidea_sinapisG00000013113,9,18,8,0,18,12,0,0,12,16,14,25,17,54,7,2,12,22
leptidea_sinapisG00000013112,3,0,0,0,3,4,0,0,0,0,3,2,7,0,8,0,2,10
leptidea_sinapisG00000013111,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000013110,74,41,0,0,27,42,0,26,11,27,77,189,73,309,29,48,0,100
leptidea_sinapisG00000013117,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000013116,292,195,663,168,195,151,158,320,87,63,295,431,948,2672,366,230,185,1371
leptidea_sinapisG00000013115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000013114,0,5,0,0,3,1,0,2,0,0,0,1091,5,0,0,0,4,1
leptidea_sinapisG00000008570,0,3,18,6,0,0,8,35,0,0,5,12,42,438,38,38,29,53
leptidea_sinapisG00000000845,83,42,14,0,59,7,0,7,13,10,32,69,139,170,49,18,23,109
leptidea_sinapisG00000014149,22,11,0,0,11,2,0,5,4,0,41,45,12,101,52,24,20,35
leptidea_sinapisG00000014148,0,0,0,0,4,7,0,10,0,0,5,5,43,58,54,87,81,51
leptidea_sinapisG00000008469,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
leptidea_sinapisG00000008468,49,36,23,0,86,100,0,19,45,60,51,91,101,190,48,27,54,62
leptidea_sinapisG00000015467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014141,322,279,1299,220,284,217,168,529,246,126,540,2184,1160,2934,545,532,552,1231
leptidea_sinapisG00000014140,42,44,73,37,104,25,12,68,25,32,89,22,116,375,1533,805,1149,188
leptidea_sinapisG00000008461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014145,79,45,0,0,681,475,0,0,307,300,4,0,280,872,40,14,0,1666
leptidea_sinapisG00000014144,5,0,23,0,6,0,0,0,0,0,56,0,0,0,105,14,71,0
leptidea_sinapisG00000014147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014146,6,6,0,0,8,10,0,0,3,8,4,56,9,12,28,59,69,37
leptidea_sinapisG00000000844,89,79,81,45,76,138,9,86,72,97,24,135,194,464,20,22,32,131
leptidea_sinapisG00000011195,13,17,0,0,20,24,0,14,4,0,33,33,28,69,15,13,14,8
leptidea_sinapisG00000000351,488,403,871,195,482,299,52,385,240,217,653,1478,1279,2380,301,258,585,1613
leptidea_sinapisG00000005182,1207,610,1286,376,536,531,202,923,595,366,826,1206,1713,6094,403,340,413,2102
leptidea_sinapisG00000001265,19,11,0,0,27,18,0,11,7,13,39,22,16,59,15,31,23,14
leptidea_sinapisG00000000353,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
leptidea_sinapisG00000012195,2,0,0,0,0,0,0,0,0,0,4,0,0,0,15,6,22,0
leptidea_sinapisG00000005180,124,187,0,0,512,102,0,0,192,108,0,0,0,0,0,6,0,0
leptidea_sinapisG00000009356,231,244,103,7,945,469,0,19,271,524,508,296,97,407,61,42,62,80
leptidea_sinapisG00000005187,82,50,0,0,102,157,0,15,137,212,44,20,20,49,38,52,6,19
leptidea_sinapisG00000014956,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000354,18,23,11,0,16,21,0,4,11,0,6,48,26,99,16,11,4,13
leptidea_sinapisG00000008687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000008686,116,76,104,8,133,38,5,44,38,34,85,195,305,709,141,123,182,322
leptidea_sinapisG00000008685,2,2,8,0,4,1,9,3,3,2,11,4,8,9,3,2,4,15
leptidea_sinapisG00000008684,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
leptidea_sinapisG00000008683,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0
leptidea_sinapisG00000008682,0,0,0,0,0,0,0,17,0,0,35,0,0,0,0,6,0,0
leptidea_sinapisG00000008681,1391,1454,285,122,5015,1558,9,756,786,518,1258,536,2687,6907,4540,5964,5990,3398
leptidea_sinapisG00000008680,35,54,10,0,28,27,0,4,13,10,16,54,24,0,14,11,14,14
leptidea_sinapisG00000005184,24,24,0,0,22,11,0,29,25,0,7,28,423,569,307,184,672,123
leptidea_sinapisG00000008689,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4342,1652,3152,0
leptidea_sinapisG00000008688,0,2,0,0,0,0,0,0,0,0,0,11,320,783,0,0,0,332
leptidea_sinapisG00000012644,40,22,0,16,30,10,0,4,0,6,25,71,40,126,29,20,50,58
leptidea_sinapisG00000012645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000012646,46,57,153,4,34,27,32,97,34,24,34,84,250,563,103,79,104,326
leptidea_sinapisG00000012647,133,98,173,0,65,49,13,60,58,82,21,272,274,734,19,37,42,248
leptidea_sinapisG00000012640,2,0,2,0,3,0,5,9,0,7,76,24,3,0,3,7,13,2
leptidea_sinapisG00000001379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000012642,377,296,179,58,392,129,0,104,87,89,206,583,303,1098,162,152,116,332
leptidea_sinapisG00000012643,125,91,174,7,81,54,6,46,32,21,89,179,201,875,139,68,115,191
leptidea_sinapisG00000012648,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,3,0
leptidea_sinapisG00000012649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014156,9,9,3,14,19,8,5,60,3,2,4158,2,22,229,30,59,33,47
leptidea_sinapisG00000014118,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0
leptidea_sinapisG00000014154,8,16,3,0,15,34,0,2,5,4,13,11,25,0,3,5,18,13
leptidea_sinapisG00000008744,9,17,25,25,20,0,0,0,8,32,20,72,137,249,65,26,354,55
leptidea_sinapisG00000009334,536,547,68,25,584,926,0,0,12,18,0,4,189,0,355,77,301,131
leptidea_sinapisG00000009335,33,88,74,0,840,184,11,33,73,84,60,0,55,587,14,4,19,45
leptidea_sinapisG00000009336,26,8,12,0,10,7,0,8,0,0,32,59,18,0,11,0,16,11
leptidea_sinapisG00000009337,125,162,86,32,119,55,15,118,28,45,294,406,237,892,121,105,82,233
leptidea_sinapisG00000009330,15308,14629,50004,9272,14465,30370,26385,30443,23582,14083,56217,51347,71693,195380,23114,21333,34399,123532
leptidea_sinapisG00000009331,221,114,647,105,145,142,25,112,65,82,415,1612,405,1353,423,422,390,444
leptidea_sinapisG00000009332,20,23,31,18,34,9,10,189,4,10,767,5671,61,586,253,192,15,52
leptidea_sinapisG00000009333,29,23,7,0,32,51,0,3,7,13,17,30,16,44,11,17,12,35
leptidea_sinapisG00000002173,228,112,245,0,171,39,10,96,78,40,243,645,688,1195,552,630,528,754
leptidea_sinapisG00000002172,424,253,581,101,269,147,29,161,128,130,249,506,474,1087,268,275,529,473
leptidea_sinapisG00000002171,4,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,3,0
leptidea_sinapisG00000002170,21,1,51,0,12,0,0,0,18,0,18,0,3,4,75,5,22,0
leptidea_sinapisG00000009338,16,9,0,0,105,39,0,3,15,11,60,6,229,482,175,172,547,221
leptidea_sinapisG00000009339,64,29,69,12,58,15,0,39,11,10,160,191,99,417,121,104,89,51
leptidea_sinapisG00000002175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,270,1664,0
leptidea_sinapisG00000002174,10,21,0,0,173,72,0,0,13,46,0,10,0,0,0,0,0,0
leptidea_sinapisG00000008011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014150,39,32,43,0,263,40,0,22,20,19,64,302,320,1229,653,476,599,415
leptidea_sinapisG00000014151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000011803,49,76,78,0,84,56,0,34,30,24,52,49,32,76,60,67,79,34
leptidea_sinapisG00000007426,65,62,34,13,89,27,7,33,21,25,52,119,169,296,20,32,46,183
leptidea_sinapisG00000012461,318,215,117,46,257,75,31,59,84,70,241,348,388,604,158,199,342,309
leptidea_sinapisG00000012390,46299,39360,127149,23934,34488,53525,87702,58761,61125,41386,71656,68775,124651,356500,49475,51683,52117,168581
leptidea_sinapisG00000012391,19,11,13,0,35,9,0,33,9,4,567,3680,207,640,74,168,801,293
leptidea_sinapisG00000007422,0,0,0,0,3,4,0,0,0,4,2,7,8,0,3,4,2,0
leptidea_sinapisG00000007423,11,4,8,0,3,6,0,0,0,2,4,14,7,27,0,6,5,0
leptidea_sinapisG00000012394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000007421,102,63,0,0,361,54,0,0,246,168,2,0,2,0,2,4,0,0
leptidea_sinapisG00000012468,92,83,46,10,102,27,0,31,29,18,154,242,178,364,64,92,76,188
leptidea_sinapisG00000012469,31,18,34,0,12,23,0,7,3,8,15,49,12,117,12,28,17,5
leptidea_sinapisG00000012398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000012399,0,3,6,5,23,24,0,6,2,4,19,21,0,0,0,0,11,0
leptidea_sinapisG00000007428,0,0,5,0,1,5,0,0,2,3,0,0,0,0,188,43,122,0
leptidea_sinapisG00000007429,27,25,7,0,18,14,0,12,6,11,51,22,30,135,34,34,23,26
leptidea_sinapisG00000003224,3,3,95,2,0,0,6,5,5,0,5,53,95,35,20,10,16,45
leptidea_sinapisG00000003557,285,221,126,16,181,149,0,80,71,94,331,380,141,422,159,116,145,144
leptidea_sinapisG00000003554,0,15,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0
leptidea_sinapisG00000003555,156,87,132,9,67,72,0,93,47,24,108,248,160,379,126,91,84,148
leptidea_sinapisG00000003552,4,4,2,0,1,11,0,1,0,3,0,9,0,0,0,3,0,5
leptidea_sinapisG00000003553,200,193,11,0,324,164,0,0,116,180,5,5,5,0,9,2,0,2
leptidea_sinapisG00000003222,6693,5941,6500,914,5366,4829,674,3426,2848,2991,8507,6025,12767,34693,6984,11981,15784,11708
leptidea_sinapisG00000003551,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
leptidea_sinapisG00000003228,53,28,0,0,84,7,0,0,18,27,0,0,0,0,0,0,0,0
leptidea_sinapisG00000003229,345,242,107,43,205,131,3,63,79,127,314,184,100,406,383,250,314,86
leptidea_sinapisG00000003558,0,2,0,0,0,0,0,1,0,0,48,0,8,25,8,9,63,9
leptidea_sinapisG00000003559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009150,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0
leptidea_sinapisG00000009151,79,46,559,0,41,0,64,0,97,0,273,0,0,0,2091,1090,2701,0
leptidea_sinapisG00000009152,44,33,57,0,23,24,0,12,25,28,49,122,117,0,50,34,24,66
leptidea_sinapisG00000009153,299,222,406,36,303,194,6,200,210,190,159,522,701,1432,452,338,440,788
leptidea_sinapisG00000009154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000009155,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000009156,20,6,205,0,11,9,0,9,0,6,2105,424,44,147,107,128,37,67
leptidea_sinapisG00000009157,107,74,95,7,163,85,18,91,75,80,125,344,458,1288,192,215,315,454
leptidea_sinapisG00000009158,0,0,0,0,0,0,0,0,0,0,0,0,5,62,0,0,3,18
leptidea_sinapisG00000009159,208,247,518,67,272,242,83,238,171,174,248,2508,432,1418,605,564,331,723
leptidea_sinapisG00000005496,56,37,104,26,66,23,2,9,37,21,91,329,161,395,118,120,105,202
leptidea_sinapisG00000015490,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005684,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1
leptidea_sinapisG00000005685,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
leptidea_sinapisG00000005686,275,178,439,14,277,112,39,251,125,84,1387,2779,254,2327,989,765,729,350
leptidea_sinapisG00000015031,15,30,25,36,40,12,12,8,0,8,47,70,24,157,34,38,24,26
leptidea_sinapisG00000005680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005681,833,788,639,120,1212,541,121,375,416,528,1043,2169,1389,4572,1802,1586,867,1739
leptidea_sinapisG00000005682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000005683,44,40,82,0,47,25,0,23,4,11,114,130,66,193,124,53,84,105
leptidea_sinapisG00000015036,0,11,0,0,7,12,0,14,0,0,16,19,27,88,21,26,13,31
leptidea_sinapisG00000005688,73,76,34,13,71,100,21,23,73,45,36,28,295,1341,93,45,598,436
leptidea_sinapisG00000005689,242,172,156,11,188,63,0,61,98,71,204,513,294,723,173,141,115,310
leptidea_sinapisG00000008046,153,119,16,0,176,235,0,15,45,83,88,168,57,253,139,157,93,58
leptidea_sinapisG00000000802,56,55,38,43,26,14,15,36,18,17,20,82,256,967,21,17,34,205
leptidea_sinapisG00000006089,124,44,0,0,258,64,0,5,110,57,13,0,74,435,67,149,8,83
leptidea_sinapisG00000006088,139,115,149,20,128,103,55,131,70,47,278,263,419,609,165,111,240,597
leptidea_sinapisG00000006087,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0
leptidea_sinapisG00000006086,17,9,10,0,5,5,0,8,7,0,9,4,6,0,12,7,17,10
leptidea_sinapisG00000006085,20,18,392,41,11,18,0,25,5,0,0,30,33,119,11,46,34,15
leptidea_sinapisG00000006084,6,5,0,0,14,15,0,0,3,10,9,7,3,52,2,0,3,9
leptidea_sinapisG00000006083,1542,1773,140,48,869,836,2,102,591,3723,93,27,407,807,714,595,2460,298
leptidea_sinapisG00000006082,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006081,88,54,58,24,89,42,0,75,16,23,261,255,101,859,250,301,68,119
leptidea_sinapisG00000006080,14,5,2,0,5,7,0,8,0,2,4,2,11,0,0,2,5,4
leptidea_sinapisG00000002799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
leptidea_sinapisG00000002796,124,109,217,31,232,200,14,100,61,53,471,750,980,3216,1149,1446,4475,1777
leptidea_sinapisG00000002795,1160,1684,47,0,950,1009,0,59,905,921,281,53,909,2427,764,749,1520,452
leptidea_sinapisG00000002794,1728,1346,1330,405,1193,1023,95,735,528,612,1377,1914,1365,2600,923,773,618,1183
leptidea_sinapisG00000002793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000002792,13,8,0,0,21,35,0,0,2,17,13,10,27,18,28,26,20,10
leptidea_sinapisG00000002791,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
leptidea_sinapisG00000002790,275,224,324,78,137,206,13,354,61,167,353,730,285,1152,524,735,605,872
leptidea_sinapisG00000001254,33,44,40,18,29,31,0,19,10,7,193,72,15,93,38,55,54,63
leptidea_sinapisG00000014291,62,34,0,0,19,41,0,22,3,14,29,104,34,34,20,26,20,17
leptidea_sinapisG00000004025,0,0,11,0,2,2,0,0,0,0,0,0,36,39,90,31,11,363
leptidea_sinapisG00000004024,29,24,0,0,2,11,0,2,0,2,48,100,33,27,28,39,6,4
leptidea_sinapisG00000004023,6,4,12,0,3,0,0,2,2,0,3,22,15,15,8,14,5,0
leptidea_sinapisG00000004022,911,906,2595,525,1715,1533,508,930,1164,1417,1144,7429,7415,30017,12317,16941,3769,10623
leptidea_sinapisG00000004021,9,5,14,4,5,16,0,16,6,3,9,13,11,21,8,23,16,35
leptidea_sinapisG00000004020,19,7,32,0,22,0,0,0,7,0,75,0,0,0,39,31,82,0
leptidea_sinapisG00000014112,33,57,121,22,119,23,0,198,41,39,267,367,746,354,326,532,1751,809
leptidea_sinapisG00000004799,0,4,5,0,3,3,0,0,7,0,3,33,80,285,19,8,21,95
leptidea_sinapisG00000004798,94,62,99,26,149,49,1,57,33,63,72,328,144,592,157,157,176,127
leptidea_sinapisG00000004029,233,180,495,112,149,135,50,323,72,49,585,596,499,1900,237,392,400,310
leptidea_sinapisG00000004028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000014292,3,0,38,0,4,0,0,0,2,0,6,0,0,0,78,43,97,0
leptidea_sinapisG00000008225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0
leptidea_sinapisG00000014294,283,187,538,145,141,140,57,284,115,103,114,302,601,2672,110,78,54,662
leptidea_sinapisG00000006335,0,3,0,0,2,0,0,3,0,0,4,3,0,53,17,24,29,7
leptidea_sinapisG00000006334,30,15,0,0,2,29,0,5,6,0,12,3,0,0,3,0,0,16
leptidea_sinapisG00000006337,43,22,13,0,0,14,0,18,4,1,65,18,20,44,20,44,42,4
leptidea_sinapisG00000006336,24,7,0,0,8,5,0,6,1,0,17,22,10,52,0,7,1,17
leptidea_sinapisG00000006331,35,27,58,5,28,24,0,19,9,11,82,84,35,77,28,37,30,41
leptidea_sinapisG00000008227,178,106,88,12,184,60,6,60,74,74,104,267,385,929,24,27,31,238
leptidea_sinapisG00000006333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006332,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,15,0
leptidea_sinapisG00000014113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
leptidea_sinapisG00000014296,5,6,10,0,0,3,0,6,2,4,34,11,5,16,2,1,4,5
leptidea_sinapisG00000001922,3,4,22,0,22,10,0,0,1,0,11,35,48,87,17,41,150,88
leptidea_sinapisG00000006338,52,32,28,0,32,31,0,9,4,0,23,68,36,116,40,17,12,38
leptidea_sinapisG00000014703,0,0,0,0,4,3,0,0,0,1,1,0,7,41,0,0,10,6
leptidea_sinapisG00000014702,20,33,24,23,34,30,0,23,12,24,89,91,102,77,58,100,51,45
leptidea_sinapisG00000014701,1,0,0,0,0,3,0,0,0,0,0,4,2,0,4,0,1,2
leptidea_sinapisG00000014700,17,9,36,0,26,4,0,2,3,2,6,63,3,35,12,24,17,2
leptidea_sinapisG00000014707,154,102,79,29,143,54,0,41,48,45,132,236,248,448,160,68,117,290
leptidea_sinapisG00000014706,0,0,79,57,0,3,9,4,1,0,6,4,0,0,0,0,0,0
leptidea_sinapisG00000014705,141,110,351,70,264,139,24,77,89,82,190,782,693,1469,514,555,694,824
leptidea_sinapisG00000014704,225,225,148,15,237,130,0,158,106,163,309,220,247,919,279,673,408,194
leptidea_sinapisG00000000236,0,2,7,0,8,2,0,0,0,0,6,3,22,2,11,0,19,7
leptidea_sinapisG00000014709,152,96,29,0,93,124,0,12,309,282,8,14,234,179,234,148,7,443
leptidea_sinapisG00000014708,10,13,42,0,24,9,0,5,0,3,9,21,13,19,9,38,6,24
leptidea_sinapisG00000002334,3,2,11,0,24,62,0,41,20,8,51,15,5,13,29,36,3,8
leptidea_sinapisG00000004243,17,15,81,0,34,20,9,20,7,6,23,84,67,151,168,188,499,67
leptidea_sinapisG00000004242,0,0,0,0,0,0,0,0,0,0,28,188,0,0,9,16,12,0
leptidea_sinapisG00000004241,48,51,72,9,106,50,0,26,17,23,86,2817,69,216,193,209,131,75
leptidea_sinapisG00000004240,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000004247,339,310,294,18,631,314,18,224,121,191,893,1075,332,1518,563,488,265,329
leptidea_sinapisG00000004246,88,69,13,0,57,13,9,31,22,6,80,88,98,187,55,29,71,131
leptidea_sinapisG00000004245,0,3,0,0,0,5,0,0,0,6,0,8,11,0,0,0,0,0
leptidea_sinapisG00000004244,1,0,0,0,4,0,0,0,1,0,5,0,0,0,7,0,6,0
leptidea_sinapisG00000004249,0,4,0,0,22,7,0,13,4,3,12,9,0,0,0,2,0,0
leptidea_sinapisG00000004248,240,217,0,0,533,222,0,4,189,59,0,3,21,45,35,25,8,8
leptidea_sinapisG00000012245,80,45,1684,0,64,2,171,17,147,0,870,75,213,3308,2299,1394,1803,217
leptidea_sinapisG00000014917,75,66,88,20,101,31,0,31,84,19,77,198,234,326,232,281,204,236
leptidea_sinapisG00000011281,33,22,6,7,16,13,0,5,3,5,61,91,27,79,39,60,21,32
leptidea_sinapisG00000011280,313,356,32,11,154,192,0,100,58,129,533,89,72,250,125,123,221,103
leptidea_sinapisG00000011283,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,13
leptidea_sinapisG00000011282,4,1,7,0,5,2,0,5,0,2,12,324,9,28,0,5,18,11
leptidea_sinapisG00000011285,125,190,4454,743,226,763,1314,5551,371,587,5818,2592,584,9300,1137,1705,1037,1013
leptidea_sinapisG00000011284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
leptidea_sinapisG00000011287,125,151,855,191,92,158,77,339,59,78,210,482,115,1012,380,186,300,287
leptidea_sinapisG00000011286,162,117,175,33,175,117,8,87,68,97,109,556,136,529,63,111,126,187
leptidea_sinapisG00000011289,43,25,17,0,41,7,0,18,9,6,16,82,27,82,25,9,7,93
leptidea_sinapisG00000011288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015200,115,77,100,12,64,37,0,68,17,15,184,262,124,699,174,145,84,123
leptidea_sinapisG00000002056,0,0,5,0,2,4,0,0,0,0,0,5,0,0,0,0,3,0
leptidea_sinapisG00000009586,39,40,0,12,41,49,0,47,14,25,248,460,99,558,406,240,39,74
leptidea_sinapisG00000015497,0,3,35,2,13,6,1,6,3,6,4,3,34,96,16,45,23,23
leptidea_sinapisG00000003518,4,3,2,2,0,2,0,0,5,0,0,0,0,7,0,0,5,0
leptidea_sinapisG00000014117,0,0,0,0,0,0,0,0,0,0,4,723,2,0,7,0,6,0
leptidea_sinapisG00000006807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000006006,38,38,32,4,16,15,7,39,11,10,167,150,14,99,42,55,27,19
leptidea_sinapisG00000008696,83,84,27,9,167,50,0,34,62,24,33,49,71,186,61,77,75,79
leptidea_sinapisG00000005190,23,30,9,0,17,22,0,11,9,9,13,25,19,24,16,27,89,15
leptidea_sinapisG00000005193,79,98,370,68,95,94,34,95,24,24,134,280,439,751,295,288,311,604
leptidea_sinapisG00000014114,15,11,2,9,10,9,0,2,2,6,8,8,11,17,5,1,0,5
leptidea_sinapisG00000010537,23,28,129,231,15,3,0,17,5,0,0,6,4,0,24,6,9,0
leptidea_sinapisG00000000568,466,661,175,18,770,887,0,115,174,439,199,325,110,619,128,100,328,97
leptidea_sinapisG00000005049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158,44,1996,0
leptidea_sinapisG00000000566,3,2,7,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
leptidea_sinapisG00000004831,11,8,0,0,8,3,0,5,0,0,6,14,27,35,4,0,0,14
leptidea_sinapisG00000000564,31,34,19,0,51,39,0,17,7,18,56,67,75,97,63,62,127,72
leptidea_sinapisG00000000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000000562,27,26,35,5,72,25,0,28,13,23,52,116,294,1285,859,874,201,376
leptidea_sinapisG00000000563,2,1,0,0,11369,864,0,2,5,5,0,1,0,0,0,0,0,0
leptidea_sinapisG00000000560,0,0,0,0,0,0,0,0,0,0,3,0,12,0,1,0,0,9
leptidea_sinapisG00000000561,135,103,273,12,210,107,28,93,106,108,61,555,417,1105,199,152,113,451
leptidea_sinapisG00000005191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001337,35,15,0,0,19,15,0,3,6,2,14,33,25,66,27,0,11,13
leptidea_sinapisG00000014115,208,140,451,82,114,67,12,106,170,74,116,162,463,847,131,167,220,319
leptidea_sinapisG00000001969,0,0,0,0,6,13,0,0,18,28,28,171,2,0,0,0,17,0
leptidea_sinapisG00000001968,3,5,6,0,0,3,0,2,0,0,2,8,8,0,3,2,0,0
leptidea_sinapisG00000015157,234,234,357,75,103,131,61,128,54,109,513,438,426,1062,325,243,500,445
leptidea_sinapisG00000015156,22,6,38,0,17,1,3,6,10,0,32,0,0,0,154,65,149,0
leptidea_sinapisG00000015151,148,78,7250,651,3,14,16,23,7,14,2,77,47,2010,1013,950,11,40
leptidea_sinapisG00000015150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,334,2836,0
leptidea_sinapisG00000015153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000015152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001961,680,468,1055,474,839,526,216,959,325,369,1457,3415,2721,12194,4896,5344,1438,4757
leptidea_sinapisG00000001960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leptidea_sinapisG00000001963,412,425,75,43,514,455,0,67,393,436,258,149,56,249,150,93,43,85
leptidea_sinapisG00000001962,0,0,11,0,3,9,0,7,2,0,5,21,48,68,4,27,31,47
leptidea_sinapisG00000001965,314,203,234,67,174,150,11,103,61,68,212,373,245,504,77,71,94,224
